id,place_id,type,product_id,device_id,keywords,lat,lng,status,create_time,update_time,create_user,update_user
"46","30a4d1143de84b6aaf0e474fe7b677fe","NVWA","HOTYC01SZ202010081590024","HOTYC01SZ202010081590024","中汇广场-写字楼,天河区林和西路157号","23.148549","113.323372","1","2025-09-23 14:28:20","2025-09-23 14:28:20","zhangwenming@yunji.ai",""
"47","30a4d1143de84b6aaf0e474fe7b677fe","NVWA","HOTYC01SZ202010271790289","HOTYC01SZ202010271790289","中汇广场-写字楼,天河区林和西路157号","23.148549","113.323372","1","2025-09-23 14:28:20","2025-09-23 14:28:20","zhangwenming@yunji.ai",""
"48","30a4d1143de84b6aaf0e474fe7b677fe","NVWA","HOTYC01SZ202010081590037","HOTYC01SZ202010081590037","中汇广场-写字楼,天河区林和西路157号","23.148549","113.323372","1","2025-09-23 14:28:20","2025-09-23 14:28:20","zhangwenming@yunji.ai",""
"49","30a4d1143de84b6aaf0e474fe7b677fe","NVWA","HOTYC01SZ202011102090311","HOTYC01SZ202011102090311","中汇广场-写字楼,天河区林和西路157号","23.148549","113.323372","1","2025-09-23 14:28:20","2025-09-23 14:28:20","zhangwenming@yunji.ai",""
"50","3ecaddf5964a46f2b9922bd228b7a005","GEGE","GG2L03211C0300459","WTGZ03S11C0307799","广州富力盈泰广场B塔,广东省广州市天河区黄埔大道西100号","23.126166","113.335042","1","2025-09-23 14:28:21","2025-09-23 14:28:21","zhangwenming@yunji.ai",""
"51","dc569c91d1dd46e9bf87e64e6012ec48","NVWA","HOTYC01SZ202010081590183","HOTYC01SZ202010081590183","太原兰博泰尔酒店,山西省太原市杏花岭区府西街103号","37.874079","112.542387","1","2025-09-23 14:28:21","2025-09-23 14:28:21","zhangwenming@yunji.ai",""
"52","3ecaddf5964a46f2b9922bd228b7a005","GEGE","GG2L0321230801007","WTGZ03X0230809202","广州富力盈泰广场B塔,广东省广州市天河区黄埔大道西100号","23.126166","113.335042","1","2025-09-23 14:28:21","2025-09-23 14:28:21","zhangwenming@yunji.ai",""
"53","3ecaddf5964a46f2b9922bd228b7a005","GEGE","GG2L03211C0400486","WTGZ03X11C0407843","广州富力盈泰广场B塔,广东省广州市天河区黄埔大道西100号","23.126166","113.335042","1","2025-09-23 14:28:21","2025-09-23 14:28:21","zhangwenming@yunji.ai",""
"54","3ecaddf5964a46f2b9922bd228b7a005","GEGE","GG2L0321230801117","WTGZ03X0230809344","广州富力盈泰广场B塔,广东省广州市天河区黄埔大道西100号","23.126166","113.335042","1","2025-09-23 14:28:21","2025-09-23 14:28:21","zhangwenming@yunji.ai",""
"55","3ecaddf5964a46f2b9922bd228b7a005","GEGE","GG2L0321230801161","WTGZ03X0230809301","广州富力盈泰广场B塔,广东省广州市天河区黄埔大道西100号","23.126166","113.335042","1","2025-09-23 14:28:21","2025-09-23 14:28:21","zhangwenming@yunji.ai",""
"56","4245e6305eb74b92a2faf92c364d4715","GEGE","GG2L03211C0300451","WTGZ03S11C0307804","壬丰大厦,广东省广州市天河区天河路490号","23.132926","113.335116","1","2025-09-23 14:28:21","2025-09-23 14:28:21","zhangwenming@yunji.ai",""
"57","6eba43f5139b4647956385e7c5ab570e","GEGE","GGGI0321410807908","WTGI03X0410818103","建德景澜新安江宿度假酒店,新电路61号","29.474356","119.257107","1","2025-09-23 14:28:21","2025-09-23 14:28:21","zhangwenming@yunji.ai",""
"58","5da6d77f815941e59d1e8eef93ed8b1d","NVWA","HOTYC03SZ202012293491641","HOTYC03SZ202012293491641","宁波鼎赞酒店,浙江省宁波市鄞州区嵩江中路1088号","29.834141","121.54433","1","2025-09-23 14:28:21","2025-09-23 14:28:21","zhangwenming@yunji.ai",""
"59","5da6d77f815941e59d1e8eef93ed8b1d","NVWA","HOTYC02SZ202010221780433","HOTYC02SZ202010221780433","宁波鼎赞酒店,浙江省宁波市鄞州区嵩江中路1088号","29.834141","121.54433","1","2025-09-23 14:28:21","2025-09-23 14:28:21","zhangwenming@yunji.ai",""
"60","e15445b1db6e49588166453c86938a78","NVWA","HOTYC02SZ202011182281333","HOTYC02SZ202011182281333","东峻广场写字楼2座,广东省广州市越秀区东风东路836号","23.131081","113.307022","1","2025-09-23 14:28:21","2025-09-23 14:28:21","zhangwenming@yunji.ai",""
"61","1e6bca1c8fc949da8f39ce68ee19002f","NVWA","HOTYC02SZ202009261480100","HOTYC02SZ202009261480100","新一代产业园,深圳市福田区中康路136号","22.573121","114.061458","1","2025-09-23 14:28:21","2025-09-23 14:28:21","zhangwenming@yunji.ai",""
"62","e15445b1db6e49588166453c86938a78","NVWA","HOTYC01SZ202011102090317","HOTYC01SZ202011102090317","东峻广场写字楼2座,广东省广州市越秀区东风东路836号","23.131081","113.307022","1","2025-09-23 14:28:21","2025-09-23 14:28:21","zhangwenming@yunji.ai",""
"63","1e6bca1c8fc949da8f39ce68ee19002f","NVWA","HOTYC02SZ202010211680284","HOTYC02SZ202010211680284","新一代产业园,深圳市福田区中康路136号","22.573121","114.061458","1","2025-09-23 14:28:21","2025-09-23 14:28:21","zhangwenming@yunji.ai",""
"64","e15445b1db6e49588166453c86938a78","NVWA","HOTYC02SZ202011182281107","HOTYC02SZ202011182281107","东峻广场写字楼2座,广东省广州市越秀区东风东路836号","23.131081","113.307022","1","2025-09-23 14:28:21","2025-09-23 14:28:21","zhangwenming@yunji.ai",""
"65","b8b0def4edac4561bbe8eb459c2da619","NVWA","HOTYC01SZ202011102090315","HOTYC01SZ202011102090315","东峻广场写字楼3座,广东省广州市越秀区东风东路836号","23.131545","113.306794","1","2025-09-23 14:28:21","2025-09-23 14:28:21","zhangwenming@yunji.ai",""
"66","b8b0def4edac4561bbe8eb459c2da619","NVWA","HOTYC01SZ202010081590120","HOTYC01SZ202010081590120","东峻广场写字楼3座,广东省广州市越秀区东风东路836号","23.131545","113.306794","1","2025-09-23 14:28:21","2025-09-23 14:28:21","zhangwenming@yunji.ai",""
"67","d0f1be662c7f44fb988ff0cd93f504f8","NVWA","HOTYC02SZ202011182281251","HOTYC02SZ202011182281251","珠光御景壹号A1,广东省广州市荔湾区黄沙大道15_17号","23.111179","113.234249","1","2025-09-23 14:28:21","2025-09-23 14:28:21","zhangwenming@yunji.ai",""
"68","b8b0def4edac4561bbe8eb459c2da619","NVWA","HOTYC01SZ202011102090389","HOTYC01SZ202011102090389","东峻广场写字楼3座,广东省广州市越秀区东风东路836号","23.131545","113.306794","1","2025-09-23 14:28:21","2025-09-23 14:28:21","zhangwenming@yunji.ai",""
"69","d0f1be662c7f44fb988ff0cd93f504f8","NVWA","HOTYC02SZ202011182281328","HOTYC02SZ202011182281328","珠光御景壹号A1,广东省广州市荔湾区黄沙大道15_17号","23.111179","113.234249","1","2025-09-23 14:28:21","2025-09-23 14:28:21","zhangwenming@yunji.ai",""
"70","3da7c83848674e66940f89628a38af02","NVWA","HOTYC02SZ202011182281255","HOTYC02SZ202011182281255","珠光御景壹号A2,黄沙大道15-17号","23.111179","113.234249","1","2025-09-23 14:28:21","2025-09-23 14:28:21","zhangwenming@yunji.ai",""
"71","3da7c83848674e66940f89628a38af02","NVWA","HOTYC02SZ202010221780444","HOTYC02SZ202010221780444","珠光御景壹号A2,黄沙大道15-17号","23.111179","113.234249","1","2025-09-23 14:28:21","2025-09-23 14:28:21","zhangwenming@yunji.ai",""
"72","e24f91ab8d33425c945f21eee7435235","NVWA","HOTYC02SZ202010291980648","HOTYC02SZ202010291980648","珠光御景壹号A7,黄沙大道15-17号","23.111179","113.234249","1","2025-09-23 14:28:21","2025-09-23 14:28:21","zhangwenming@yunji.ai",""
"73","40031884614e40ae93f26da5f08f5629","NVWA","HOTYC01SZ202011242390563","HOTYC01SZ202011242390563","杭州萧山众安假日酒店,山阴路688号恒隆广场A座","30.177967","120.263202","1","2025-09-23 14:28:21","2025-09-23 14:28:21","zhangwenming@yunji.ai",""
"74","e24f91ab8d33425c945f21eee7435235","NVWA","HOTYC02SZ202011182281103","HOTYC02SZ202011182281103","珠光御景壹号A7,黄沙大道15-17号","23.111179","113.234249","1","2025-09-23 14:28:21","2025-09-23 14:28:21","zhangwenming@yunji.ai",""
"75","3fdca327f11f488ca268146da67fee85","NVWA","HOTYC02SZ202011182281619","HOTYC02SZ202011182281619","衡阳南岳君雅缦吉酒店,湖南省南岳区君雅缦吉酒店","27.238327","112.734031","1","2025-09-23 14:28:21","2025-09-23 14:28:21","zhangwenming@yunji.ai",""
"76","1684168cfd0049f480f9d01839985788","NVWA","HOTYC03SZ202012293491595","HOTYC03SZ202012293491595","君度精品酒店(金华高铁站店),浙江省金华市五一路179号金华大厦","29.103679","119.647249","1","2025-09-23 14:28:21","2025-09-23 14:28:21","zhangwenming@yunji.ai",""
"77","2a91b0eb73a34b9297bbb0c4815a4b59","NVWA","HOTYC02SZ202011182280925","HOTYC02SZ202011182280925","广州远洋大厦,广州市天河区花城大道20号","23.118987","113.317976","1","2025-09-23 14:28:21","2025-09-23 14:28:21","zhangwenming@yunji.ai",""
"78","2a91b0eb73a34b9297bbb0c4815a4b59","NVWA","HOTYC02SZ202010221780496","HOTYC02SZ202010221780496","广州远洋大厦,广州市天河区花城大道20号","23.118987","113.317976","1","2025-09-23 14:28:21","2025-09-23 14:28:21","zhangwenming@yunji.ai",""
"79","2a91b0eb73a34b9297bbb0c4815a4b59","NVWA","HOTYC02SZ202011182280939","HOTYC02SZ202011182280939","广州远洋大厦,广州市天河区花城大道20号","23.118987","113.317976","1","2025-09-23 14:28:21","2025-09-23 14:28:21","zhangwenming@yunji.ai",""
"80","2a91b0eb73a34b9297bbb0c4815a4b59","NVWA","HOTYC02SZ202011182281416","HOTYC02SZ202011182281416","广州远洋大厦,广州市天河区花城大道20号","23.118987","113.317976","1","2025-09-23 14:28:21","2025-09-23 14:28:21","zhangwenming@yunji.ai",""
"81","a54830f2da334d80a1f1d10613c971d5","NVWA","HOTYC01SZ202009051169069","HOTYC01SZ202009051169069","深圳市明达电子有限公司,Netbay","22.73109","113.860323","1","2025-09-23 14:28:21","2025-09-23 14:28:21","zhangwenming@yunji.ai",""
"82","2a91b0eb73a34b9297bbb0c4815a4b59","NVWA","HOTYC02SZ202011182281265","HOTYC02SZ202011182281265","广州远洋大厦,广州市天河区花城大道20号","23.118987","113.317976","1","2025-09-23 14:28:21","2025-09-23 14:28:21","zhangwenming@yunji.ai",""
"83","2a91b0eb73a34b9297bbb0c4815a4b59","NVWA","HOTYC02SZ202011182281439","HOTYC02SZ202011182281439","广州远洋大厦,广州市天河区花城大道20号","23.118987","113.317976","1","2025-09-23 14:28:21","2025-09-23 14:28:21","zhangwenming@yunji.ai",""
"84","4e2e9462f9e84978b52eac9a56c19122","NVWA","HOTYC04SZ202102223884469","HOTYC04SZ202102223884469","温州新国贸大酒店,浙江省温州市鹿城区滨江街道温州国贸大厦(黎明西路辅路)新国贸大酒店","28.010475","120.681906","1","2025-09-23 14:28:21","2025-09-23 14:28:21","zhangwenming@yunji.ai",""
"85","475a16be11ba484f91e569ac24f91521","NVWA","HOTYC04SZ202102223884986","HOTYC04SZ202102223884986","浦北县疾控中心,广西壮族自治区/钦州市/浦北县解放路288号广西钦州市浦北县疾病预防控制中心","22.276066","109.558323","1","2025-09-23 14:28:21","2025-09-23 14:28:21","zhangwenming@yunji.ai",""
"86","7bd1c4879f29404e92282cedc63b2084","NVWA","HOTYC04SZ202102223885370","HOTYC04SZ202102223885370","恒大雅苑,安徽省淮北市相山区濉溪北路","33.956001","116.775879","1","2025-09-23 14:28:21","2025-09-23 14:28:21","zhangwenming@yunji.ai",""
"87","a636cdb5502541249b262ad2749d98a5","NVWA","HOTYC02SZ202010211680298","HOTYC02SZ202010211680298","焦作市大别山酒店,中国，河南，焦作，丰收路与南阳路交叉口","35.209172","113.25674","1","2025-09-23 14:28:21","2025-09-23 14:28:21","zhangwenming@yunji.ai",""
"88","5f2f7625592b4a5fb71a628f55148697","NVWA","HOTYC04SZ202101153682959","HOTYC04SZ202101153682959","展厅配送机器,河南省许昌市魏都区半截河街道亨源通·世纪广场1号楼新田360广场(许昌亨源通店)","34.027282","113.851883","1","2025-09-23 14:28:21","2025-09-23 14:28:21","zhangwenming@yunji.ai",""
"89","ce2054ec422f40e99a2973353ba3cb60","NVWA","HOTYC04SZ202102223884336","HOTYC04SZ202102223884336","常州凯虹四季酒店,中国，江苏，常州，邮电路8号","31.781501","119.951297","1","2025-09-23 14:28:22","2025-09-23 14:28:22","zhangwenming@yunji.ai",""
"90","62e116b02b6c45d3949276e558540b2a","NVWA","HOTYC04SZ202102223885191","HOTYC04SZ202102223885191","运城公司展厅,山西省运城市盐湖区高家垣中巷","35.058626","111.02238","1","2025-09-23 14:28:22","2025-09-23 14:28:22","zhangwenming@yunji.ai",""
"91","840da2f72ddb46cc9d8e5d61aa852382","NVWA","HOTYC04SZ202101153683409","HOTYC04SZ202101153683409","佛山顺德君莱酒店,大良鉴海南路14号","22.827451","113.257265","1","2025-09-23 14:28:22","2025-09-23 14:28:22","zhangwenming@yunji.ai",""
"92","881c4d472f664734b9c7040110315a2e","GEGE","GG2L03211C0400475","WTGZ03X11C0407834","富力盈通大厦,广州市天河区珠江新城华夏路30号","23.126053","113.321957","1","2025-09-23 14:28:22","2025-09-23 14:28:22","zhangwenming@yunji.ai",""
"93","9461e368c93645babe33ef01af41d1d5","NVWA","HOTYC04SZ202102223884797","HOTYC04SZ202102223884797","秦皇岛秦皇国际大酒店,中国，河北，秦皇岛，文涛路2号","39.909209","119.565826","1","2025-09-23 14:28:22","2025-09-23 14:28:22","zhangwenming@yunji.ai",""
"94","881c4d472f664734b9c7040110315a2e","GEGE","GG2L0321210600753","WTGZ03X0210608217","富力盈通大厦,广州市天河区珠江新城华夏路30号","23.126053","113.321957","1","2025-09-23 14:28:22","2025-09-23 14:28:22","zhangwenming@yunji.ai",""
"95","8f74ce1a91744e95814fbec396b1cb0a","NVWA","HOTYC04SZ202102223885439","HOTYC04SZ202102223885439","蒙自绿宝文翠大酒店,云南省红河哈尼族彝族自治州蒙自市银杏路56号(文萃路与银杏路交叉口)","23.37032","103.380177","1","2025-09-23 14:28:22","2025-09-23 14:28:22","zhangwenming@yunji.ai",""
"96","373ea8780509467d890c343259d617ca","NVWA","HOTYC02SZ202010211680255","HOTYC02SZ202010211680255","瑟文酒店(武陟店),河南省焦作市武陟县龙源街道焦作武陟瑟文主题酒店","35.110606","113.410413","1","2025-09-23 14:28:22","2025-09-23 14:28:22","zhangwenming@yunji.ai",""
"97","ebdbdb9dae5d4dca92ba4e04caf24cc0","NVWA","HOTYC02SZ202009261480047","HOTYC02SZ202009261480047","瑟文酒店(沁阳店),河南省焦作市沁阳市沁园街道建设南路25号","35.082267","112.931601","1","2025-09-23 14:28:22","2025-09-23 14:28:22","zhangwenming@yunji.ai",""
"98","a4e7780dbcff4f5e9ad658d3dc5555d9","NVWA","HOTYC04SZ202102223884710","HOTYC04SZ202102223884710","温州美美君亭酒店,浙江省温州市鹿城区鹿城路42号","28.010001","120.644882","1","2025-09-23 14:28:22","2025-09-23 14:28:22","zhangwenming@yunji.ai",""
"99","1c3375c2a3d0457cb6e6f392cf7cd098","NVWA","HOTYC04SZ202102223885606","HOTYC04SZ202102223885606","会昌汉仙温泉度假区,中国，江西，会昌，筠门岭车心村","25.254862","115.764608","1","2025-09-23 14:28:22","2025-09-23 14:28:22","zhangwenming@yunji.ai",""
"100","b23a3b3d0ab74174a4f7d9194944e59a","NVWA","HOTYC04SZ202102223884196","HOTYC04SZ202102223884196","新乡五星级大酒店,河南省新乡市红旗区平原中路888号","35.280311","113.91103","1","2025-09-23 14:28:22","2025-09-23 14:28:22","zhangwenming@yunji.ai",""
"101","fae4b3b3f5ce4df48fc18072231c7805","NVWA","HOTYC04SZ202102223884795","HOTYC04SZ202102223884795","衡阳维京洲际酒店,湖南省衡阳市雁峰区蒸湘南路11号靠近大洋百货(衡阳店)","26.885066","112.586825","1","2025-09-23 14:28:22","2025-09-23 14:28:22","zhangwenming@yunji.ai",""
"102","388ac0166e744981aa8c297d6b0b4f53","NVWA","HOTYC02SZ202009261480171","HOTYC02SZ202009261480171","邯郸大酒店,邯郸市人民东路136号","36.60954","114.49476","1","2025-09-23 14:28:22","2025-09-23 14:28:22","zhangwenming@yunji.ai",""
"103","74233d6ff2c94cb6ba26d483765cdce1","NVWA","HOTYC04SZ202102223884205","HOTYC04SZ202102223884205","抚州凤凰开元名都大酒店,中国，江西，抚州，迎宾大道288号","27.957334","116.372182","1","2025-09-23 14:28:22","2025-09-23 14:28:22","zhangwenming@yunji.ai",""
"104","63da77b3e3da48438c3ac1e6dcab4d4d","NVWA","HOTYC04SZ202102223885395","HOTYC04SZ202102223885395","贵品万国酒店D,贵州省黔南布依族苗族自治州都匀市旗山大道北段","26.250831","107.583588","1","2025-09-23 14:28:22","2025-09-23 14:28:22","zhangwenming@yunji.ai",""
"105","eb3ea0e0e1a34c1b9bb56544618fc911","NVWA","HOTYC04SZ202101153682949","HOTYC04SZ202101153682949","铂格酒店,江西省景德镇市珠山区竟成镇陶玉南路山水·瑞园西区","29.290875","117.238166","1","2025-09-23 14:28:22","2025-09-23 14:28:22","zhangwenming@yunji.ai",""
"106","63da77b3e3da48438c3ac1e6dcab4d4d","NVWA","HOTYC04SZ202102223885401","HOTYC04SZ202102223885401","贵品万国酒店D,贵州省黔南布依族苗族自治州都匀市旗山大道北段","26.250831","107.583588","1","2025-09-23 14:28:22","2025-09-23 14:28:22","zhangwenming@yunji.ai",""
"107","01937e1299df4ec3bc9e1056bdbbe89b","NVWA","HOTYC04SZ202101153683583","HOTYC04SZ202101153683583","彭水两江假日丽呈酒店,中国，重庆，彭水，汉葭街道黔中大道30号","29.304938","108.157849","1","2025-09-23 14:28:22","2025-09-23 14:28:22","zhangwenming@yunji.ai",""
"108","f77908fdce764474abfe3872d084a035","NVWA","HOTYC02SZ202010221780334","HOTYC02SZ202010221780334","农信大厦,广东省天河区黄埔大道西638号","23.12561","113.344049","1","2025-09-23 14:28:22","2025-09-23 14:28:22","zhangwenming@yunji.ai",""
